X1,Unnamed: 0,Unnamed: 0.1,song,artist,text,duration_ms,key,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
77,77,77,Sorry Not Sorry,Demi Lovato,"[Intro]
Payback is a bad bitch
And baby, I'm the baddest
(I'm the baddest, I'm the baddest...)
Go

[Verse 1]
Now, I'm out here lookin' like revenge
Feelin' like a ten, the best I've ever been
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)
Now, you're out here lookin' like regret, ain't too proud to beg
Second chance, you'll never get
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

[Pre-Chorus]
Now, payback is a bad bitch
And baby, I'm the baddest
You fuckin' with a savage
Can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah

[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns

[Verse 2]
Baby, fineness is the way to kill
Tell me how it feel, bet it's such a bitter pill
And yeah I know, you thought you had bigger, better things
Bet right now this stings (wait a minute)
'Cause the grass is greener under me
Bright as Technicolor, I can tell that you can see
And yeah, I know how bad it must hurt to see me like this
But it gets worse (wait a minute)

[Pre-Chorus]
Now, payback is a bad bitch
And baby, I'm the baddest
You fuckin' with a savage
Can't have this, can't have this (ah)
And it'd be nice of me to take it easy on ya, but nah

[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns

[Bridge]
Talk that talk, baby
Better walk, better walk that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby
Oh, yeah, talk that talk, baby
Better walk, better walk, that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby

[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns

[Outro]
Payback is a bad bitch
And baby, I'm the baddest
I'm the baddest, I'm the baddest",203760,11,0.0237,0.705,0.64,0,0.262,-6.928,0.225,144.077,0.887
27,27,27,Too Good At Goodbyes,Sam Smith,"[Verse 1]
You must think that I'm stupid
You must think that I'm a fool
You must think that I'm new to this
But I have seen this all before

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Verse 2]
I know you're thinkin' I'm heartless
I know you're thinkin' I'm cold
I'm just protectin' my innocence
I'm just protectin' my soul

[Refrain]
I'm never gonna let you close to me
Even though you mean the most to me
'Cause every time I open up, it hurts
So I'm never gonna get too close to you
Even when I mean the most to you
In case you go and leave me in the dirt

[Pre-Chorus]
But every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less l love you
Baby, we don't stand a chance, it's sad but it's true

[Chorus]
I'm way too good at goodbyes
(I'm way too good at goodbyes)
I'm way too good at goodbyes
(I'm way too good at goodbyes)
No way that you'll see me cry
(No way that you'll see me cry)
I'm way too good at goodbyes
(I'm way too good at goodbyes)

[Bridge]
No
No, no, no, no, no
(I'm way too good at goodbyes)
No, no, no, no
No, no, no
(I'm way too good at goodbyes)
(No way that you'll see me cry)
Ahhh
(I'm way too good at goodbyes)

[Outro]
'Cause every time you hurt me, the less that I cry
And every time you leave me, the quicker these tears dry
And every time you walk out, the less I love you
Baby, we don't stand a chance, it's sad but it's true
I'm way too good at goodbyes",201000,5,0.615,0.661,0.373,0,0.177,-8.249,0.0505,91.5,0.523
102,102,102,Star Of The Show,Thomas Rhett,"[Verse 1]
Walking down the street, hand in mine
It don't keep them other guys
And their wandering eyes from looking at you
That's alright and that's okay
Who can blame 'em anyway?
You're so pretty, and you ain't even got a clue

[Chorus]
Cause everywhere we go girl
You're the star of the show
And everybody's wondering and wanting to know
What's your name?
Who's that girl, with the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are
The star of the show
You're the star of the show, yeah, baby

[Verse 2]
Friday night on the town
We walk in and you draw a crowd
Even the band seems to sing for you
Ease on up, order a drink, barkeep says its all on me
You look at me and laugh
Like you don't know what to do
Baby you're so cute

[Chorus]
Cause everywhere we go girl
You're the star of the show
And everybody's wondering and wanting to know
Whats your name?
Who's that girl, with the prettiest smile in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are
The star of the show, yeah
You're the star of the show, baby, yeah yeah

[Bridge]
Even in a ponytail in a pair of jeans you look like a cover
Of a magazine, baby you're the only one who doesn't see

[Chorus]
That everywhere we go girl
You're the star of the show
And everyone's wondering and wanting to know
Whats your name?
Who's that girl with the luckiest guy in the world?
Oh, what gets me the most is you don't even know
That you are, you are, you are
You are, you are, you are, baby
You are, you are, you are, you are
The star of the show..

[Outro]
Don't you know, you're the star of the show, baby",181200,7,0.14,0.691,0.624,0,0.168,-5.874,0.027,101.988,0.662
2,2,2,What About Us,P!nk,"[Intro]
La-da-da-da-da, la-da-da-da-da
Da-da-da

[Verse 1]
We are searchlights, we can see in the dark
We are rockets, pointed up at the stars
We are billions of beautiful hearts
And you sold us down the river too far

[Chorus]
What about us?
What about all the times you said you had the answers?
What about us?
What about all the broken happy ever afters?
What about us?
What about all the plans that ended in disaster?
What about love? What about trust?
What about us?

[Verse 2]
We are problems that want to be solved
We are children that need to be loved
We were willin', we came when you called
But man, you fooled us, enough is enough, oh

[Chorus]
What about us?
What about all the times you said you had the answers?
What about us?
What about all the broken happy ever afters?
Oh, what about us?
What about all the plans that ended in disaster?
Oh, what about love? What about trust?
What about us?
Oh, what about us?
What about all the plans that ended in disaster?
What about love? What about trust?
What about us?

[Bridge]
Sticks and stones, they may break these bones
But then I'll be ready, are you ready?
It's the start of us, waking up come on
Are you ready? I'll be ready
I don't want control, I want to let go
Are you ready? I'll be ready
'Cause now it's time to let them know
We are ready, what about us?

[Chorus]
What about us?
What about all the times you said you had the answers?
So what about us?
What about all the broken happy ever afters?
Oh, what about us?
What about all the plans that ended in disaster?
Oh, what about love? What about trust?
What about us?

[Outro]
What about us?
What about us?
What about us?
What about us?
What about us?
What about us?",269600,1,0.0285,0.489,0.588,2.11e-6,0.0906,-6.177,0.0507,113.617,0.187
52,52,52,Kooda,6ix9ine,"[Intro]
Scum Gang!

[Chorus]
Niggas runnin' out they mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, opps out, we gon' show what we about
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga, ¡ándale!, on sangre
We post up, we don't do the race, you gon' die today

[Verse]
In the spot, blow 50 bands, shit, 100 bands
Shit, my pockets on a runnin' man, fuck a rubberband
I'ma fuck her in a handstand, she a fan, man
Need the drugs? I'm the Xan man, I'm the damn man
I roll up, I'm gon' be booted, stupid, and shootin' stupid
Brought a knife, I brought a Ruger, stupid, I really do this
If I tote it then you know I'll shoot it and I'ma prove it
Back, back, don't be movin', stupid, or I'ma use it (Squad)
Dicky stiffy, uh, bet she give some licky, uh
Lil bitty, uh, bust all on her titties, uh
She a skeezer, uh, really don't need her, uh
Bust then I leave her, uh, she a little eater, uh
Get back, kickback, blow your shit back, uh
Rip that, take that, flip that, send that, uh
.223 hit, where your clothes at? Uh
Scum Gang 'bout that Fendi, fin-act, uh

[Chorus]
Niggas runnin' out they mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, opps out, we gon' show what we about
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga ¡ándale!, on sangre (It's Koncept P, the beat knockin')
We post up, we don't do the race, you gon' die today

[Bridge]
You can talk hot on the internet, boy
That's that goofy shit, we ain't into that, boy
Black van, pull up to your momma crib, boy
Tie her up, drive that shit off a bridge, lil boy
You can talk hot on the internet, boy
That's that goofy shit, we ain't into that, boy
Black van, pull up to your momma crib, boy
Tie her up, drive that shit off a bridge, lil boy

[Chorus]
Niggas runnin' out they mouth, but they never pop out
I got the drop on your spot, everybody watch out
All my niggas on 50, so you know we hopped out
Mobbed out, opps out, we gon' show what we about (It's Koncept P, the beat knockin')
All my niggas really gang bang, talk that damn slang
Rap about it, do the same thing, let your nuts hang
We gon' pull up, nigga ¡ándale!, on sangre
We post up, we don't do the race, you gon' die today",142582,1,0.175,0.885,0.641,0,0.234,-4.455,0.351,91.167,0.201
78,78,78,No Type,Rae Sremmurd,"[Intro: Swae Lee]
Yeah
EarDrummers
Bad bitches is the...
Mike WiLL Made-It
Yeah

[Chorus: Swae Lee & Slim Jxmmi]
I don't got no type (nah)
Bad bitches is the only thing that I like (woo)
You ain't got no life (nah)
Cups with the ice and we do this every night (hey)
I ain't check the price (I got it)
I make my own money, so I spend it how I like (woo)
I'm just livin' life (hey, hey)
And let my mama tell it, nigga, I ain't livin' right (no)

[Verse 1: Swae Lee]
Chop the top off the Porsche, that's a headless horse (hey, hey)
Extendo long as an extension cord (damn, cord)
Bitch, I ball like Jordan (Jordan), and I play full court (I play full court)
And if you not my type then you know I got to keep this shit short (gotta keep this shit short with you, ayy)
What you know about a check?
What you got up in your pocket?
What you spendin' when you shoppin', dawg? (Hey)
Why you wanna go flex? like you all in the mix
Like you got some shit poppin' off (hey)
I got some models that you see up in the movies (hey, hey)
And they wanna make a flick for the camera (yeah)
Wanna be Kim Kardashian (hey)
Heard I was livin' like a bachelor (woo)

[Chorus: Swae Lee & Slim Jxmmi]
I don't got no type (nah)
Bad bitches is the only thing that I like (woo)
You ain't got no life (nah)
Cups with the ice and we do this every night (hey)
I ain't check the price (I got it)
I make my own money, so I spend it how I like (woo)
I'm just livin' life (hey, hey)
And let my mama tell it, nigga, I ain't livin' right (no)

[Verse 2: Slim Jxmmi & Swae Lee]
Spend it how I like (yeah)
Sinnin' every night (yeah)
Push start the whip (hey)
Brought it straight to life (come to life)
Blowin' on the kush (blowin')
'Til I'm out of sight (I'm gone)
I don't check the price (bitch)
All I do is swipe (woo)
She said, ""What's your type?"" (Yeah)
I said, ""I like what I like"" (yeah)
I don't second guess (nah)
I just roll the dice (keep it movin')
Keep your two cents (hey)
Take your own advice (hey)
I've been livin' life (yeah)
Like I lived twice

[Chorus: Swae Lee & Slim Jxmmi]
I don't got no type (nah)
Bad bitches is the only thing that I like (woo)
You ain't got no life (nah)
Cups with the ice and we do this every night (hey)
I ain't check the price (I got it)
I make my own money, so I spend it how I like (woo)
I'm just livin' life (hey, hey)
And let my mama tell it, nigga, I ain't livin' right (no)

[Outro: Swae Lee]
I don't got no type, I don't got no type
And let my mama tell it, nigga, I ain't livin' right",200080,6,0.013,0.888,0.483,4.85e-6,0.0926,-7.797,0.154,125.008,0.226
103,103,103,Wolves,Selena Gomez X Marshmello,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,28,28,Side To Side,Ariana Grande Featuring Nicki Minaj,"[Intro: Ariana Grande & Nicki Minaj]
I've been here all night (Ariana)
I've been here all day (Nicki Minaj)
And boy, got me walkin' side to side (Let them hoes know)

[Verse 1: Ariana Grande]
I'm talkin' to ya
See you standing over there with your body
Feeling like I wanna rock with your body
And we don't gotta think 'bout nothin' ('Bout nothin')
I'm comin' at ya
'Cause I know you got a bad reputation
Doesn't matter, 'cause you give me temptation
And we don't gotta think 'bout nothin' ('Bout nothin')

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)

[Verse 2: Ariana Grande]
Been tryna hide it
Baby, what's it gonna hurt if they don't know?
Makin' everybody think that we solo
Just as long as you know you got me (You got me)
And boy, I got ya
'Cause tonight I'm making deals with the devil
And I know it's gonna get me in trouble
Just as long as you know you got me

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much
Say I should give you up
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night
I've been here all day
And boy, got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby)
And boy, got me walkin' side to side (Side to side)

[Refrain: Nicki Minaj]
This the new style with the fresh type of flow
Wrist icicle, ride dick bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle

[Verse 3: Nicki Minaj]
All these bitches' flows is my mini-me
Body smoking, so they call me Young Nicki Chimney
Rappers in they feelings 'cause they feelin' me
Uh, I-I give zero fucks and I got zero chill in me
Kissing me, copped the blue box that say Tiffany
Curry with the shot, just tell 'em to call me Stephanie
Gun pop and I make my gum pop
I'm the queen of rap, young Ariana run pop, uh

[Pre-Chorus: Ariana Grande]
These friends keep talkin' way too much (Way too much)
Say I should give him up (Give him up)
Can't hear them, no, 'cause I…

[Chorus: Ariana Grande]
I've been here all night (Been here all night, baby)
I've been here all day (Been here all night, baby)
And boy (Boy), got me walkin' side to side (Side to side)
I've been here all night (Been here all night, baby)
I've been here all day (Been here all day, baby) (Ooh, baby)
And boy (No), got me walkin' side to side (Side to side) (Yeah-eh, yeah, yeah, yeah)

[Refrain: Nicki Minaj and Ariana Grande]
This the new style with the fresh type of flow (Nah, nah, baby)
Wrist icicle, ride dick bicycle
Come through yo, get you this type of blow
If you wanna Minaj, I got a tricycle (No, eh, hey, eh, eh)",226160,6,0.0513,0.65,0.736,0,0.235,-5.84,0.229,159.174,0.612
3,3,3,Sugar,Maroon 5,"[Directed by David Dobkin]

[Verse 1]
I'm hurting baby, I'm broken down
I need your loving, loving I need it now
When I'm without you, I'm something weak
You got me begging, begging I'm on my knees

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please
Won't you come and put it down on me?

[Verse 2]
Babe, my broken pieces, you pick them up
Don't leave me hanging, hanging
Come give me some
When I'm without you, I'm so insecure
You are the one thing, one thing I'm living for

[Pre-Chorus]
I don't wanna be needing your love
I just wanna be deep in your love
And it's killing me when you're away
Ooh baby
'Cause I really don't care where you are
I just wanna be there where you are
And I gotta get one little taste

[Chorus]
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?

[Bridge]
Yeah
I want that red velvet
I want that sugar sweet
Don't let nobody touch it unless that somebody's me
I gotta be a man, there ain't no other way
'Cause girl you're hotter than a Southern California day
Never wanna play no games, you don't gotta  be afraid
Don't give me all that shy shit
No makeup on, that's my sugar

[Chorus]
Sugar, yes please (Please)
Won't you come and put it down on me? (Down on me)
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life (Yeah)
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me? (Down on me)
Sugar, yes please
Won't you come and put it down on me?
I'm right here, 'cause I need (I'm right here, 'cause I need)
Little love, a little sympathy
Yeah, you show me good loving, make it alright
Need a little sweetness in my life
Your sugar, yes please (Your sugar, yes please)
Won't you come and put it down on me?
(Down on me, down on me, ooh)",235493,1,0.0591,0.748,0.788,0,0.0863,-7.055,0.0334,120.076,0.884
53,53,53,Caroline,Amine,"[Intro]
Listen man
What's up?
I heard you done got you a dime piece, man
Hell naw, man
One of them Beyoncé, Meagan Good types, man
Nah, nah, nah
Is that true, man?
I just wanna know
Probably not
I mean, shit to be honest with you, man, she's a...

[Verse 1]
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Aha, fuck you thought?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Better boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved

[Chorus]
Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my

[Verse 2]
Bad thang, fine as hell, thick as fuck
Oh my god, that's my baby
Caroline, you divine
Mighty fine
Shawty really blow the pipe (that's true)
Like a pro
Aha... what?
Holy shit, I'm really lit
It's looking like it's 'bout time to fuck it up
Caroline, listen up, don't wanna hear
About ya horoscope or what the future holds
Shut up and shut up and
Let's get gory, like a Tarantino movie
Don't wanna talk it out, can we fuck it out?
Cause we gon' be up all night, fuck a decaf
You say I'm a tall thug, guess I'm a G-raffe
If ya want safe-sex, baby use the knee pads
Freaky with the sticky icky
Baby give me kitty kitty
Killa, westside nigga
Boy you like 98 degrees
And I'm 300, nigga keep ya feet runnin'
I chief keef keef when I eat these beats
Bet a boy get scurred
Don't run up in my lane, I don't want you in my lane
You a lame, get swerved

[Chorus]
Cause great scenes might be great
But I love your bloopers
And perfect's for the urgent
Baby I want forever
Caroline, don't you see that
I want you to be my

[Outro]
Bad thang, bad, bad, bad, bad thang, thang, thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad, thang, thang
Bad thang, thang, thang, bad, b-bad, bad thang, thang, thang
Bad thang, thang, bad, bad, bad, b-b-bad",209640,5,0.17,0.941,0.335,0,0.262,-10.179,0.505,120.041,0.707
